"Año","Estado","Fondo","Mdp","Población","Percápita"
1998,"Hidalgo","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",323.7," 2,359,558.0","  137.2"
1998,"Hidalgo","Apoyos alimentarios",109.8," 2,359,558.0","   46.5"
1998,"Hidalgo","Fondo de aportaciones para la educación tecnológica y de adultos",0," 2,359,558.0","    0.0"
1998,"Hidalgo","Apoyos para la educaciónn superior",39.8," 2,359,558.0","   16.9"
1998,"Hidalgo","Total",7659," 2,359,558.0","3,245.9"
1998,"Hidalgo","Fondo de aportaciones múltiples",267.7," 2,359,558.0","  113.5"
1998,"Hidalgo","Fondo para la infraestructura social municipal",647.3," 2,359,558.0","  274.3"
1998,"Hidalgo","Fondo para la infraestructura social estatal",91.5," 2,359,558.0","   38.8"
1998,"Hidalgo","Fondo de aportaciones para los servicios de salud",798.3," 2,359,558.0","  338.3"
1998,"Jalisco","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 6,401,411.0","    0.0"
1998,"Jalisco","Fondo para la infraestructura social estatal",103.8," 6,401,411.0","   16.2"
1998,"Jalisco","Fondo de aportaciones para la educación tecnológica y de adultos",0," 6,401,411.0","    0.0"
1998,"Jalisco","Apoyos alimentarios",100," 6,401,411.0","   15.6"
1998,"Jalisco","Apoyos para infraestructura educativa",225.6," 6,401,411.0","   35.2"
1998,"Jalisco","Fondo de aportaciones para los servicios de salud",1732.8," 6,401,411.0","  270.7"
1998,"Jalisco","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 6,401,411.0","    0.0"
1998,"Jalisco","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",918.3," 6,401,411.0","  143.4"
1998,"Jalisco","Fondo para la infraestructura social municipal",708.9," 6,401,411.0","  110.7"
1998,"Jalisco","Total",12523.7," 6,401,411.0","1,956.4"
1998,"Jalisco","Apoyos para la educaciónn superior",61.6," 6,401,411.0","    9.6"
1998,"Jalisco","Fondo de aportaciones para la educación básica y formal",8672.7," 6,401,411.0","1,354.8"
1998,"Jalisco","Fondo de aportaciones múltiples",387.2," 6,401,411.0","   60.5"
1998,"Jalisco","Fondo de aportaciones para la infraestructura social",812.7," 6,401,411.0","  126.9"
1998,"México","Fondo de aportaciones múltiples",432.3,"12,424,077.0","   34.8"
1998,"México","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0,"12,424,077.0","    0.0"
1998,"México","Fondo de aportaciones para la infraestructura social",1446.2,"12,424,077.0","  116.4"
1998,"México","Fondo de aportaciones para la educación tecnológica y de adultos",0,"12,424,077.0","    0.0"
1998,"México","Total",21258.8,"12,424,077.0","1,711.1"
1998,"México","Apoyos para la educaciónn superior",31.1,"12,424,077.0","    2.5"
1998,"México","Fondo de aportaciones para los servicios de salud",3185.2,"12,424,077.0","  256.4"
1998,"México","Fondo de aportaciones para la educación básica y formal",14400.9,"12,424,077.0","1,159.1"
1998,"México","Apoyos alimentarios",149.2,"12,424,077.0","   12.0"
1998,"México","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0,"12,424,077.0","    0.0"
1998,"México","Fondo para la infraestructura social municipal",1236.8,"12,424,077.0","   99.6"
1998,"México","Fondo para la infraestructura social estatal",209.4,"12,424,077.0","   16.9"
1998,"México","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",1794.2,"12,424,077.0","  144.4"
1998,"México","Apoyos para infraestructura educativa",251.9,"12,424,077.0","   20.3"
1998,"Michoacán de Ocampo","Fondo de aportaciones para la educación básica y formal",8421.8," 4,160,121.0","2,024.4"
1998,"Michoacán de Ocampo","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 4,160,121.0","    0.0"
1998,"Michoacán de Ocampo","Total",11387.1," 4,160,121.0","2,737.2"
1998,"Michoacán de Ocampo","Apoyos para infraestructura educativa",146.9," 4,160,121.0","   35.3"
1998,"Michoacán de Ocampo","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 4,160,121.0","    0.0"
1998,"Michoacán de Ocampo","Fondo de aportaciones múltiples",249," 4,160,121.0","   59.9"
1998,"Michoacán de Ocampo","Fondo de aportaciones para la educación tecnológica y de adultos",0," 4,160,121.0","    0.0"
1998,"Michoacán de Ocampo","Fondo de aportaciones para la infraestructura social",1084.5," 4,160,121.0","  260.7"
1998,"Michoacán de Ocampo","Fondo para la infraestructura social municipal",935.5," 4,160,121.0","  224.9"
1998,"Michoacán de Ocampo","Apoyos para la educaciónn superior",14.5," 4,160,121.0","    3.5"
1998,"Michoacán de Ocampo","Fondo de aportaciones para los servicios de salud",1038.4," 4,160,121.0","  249.6"
1998,"Michoacán de Ocampo","Fondo para la infraestructura social estatal",149," 4,160,121.0","   35.8"
1998,"Michoacán de Ocampo","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",593.3," 4,160,121.0","  142.6"
1998,"Michoacán de Ocampo","Apoyos alimentarios",87.6," 4,160,121.0","   21.1"
1998,"Morelos","Apoyos para la educaciónn superior",10.4," 1,566,306.0","    6.6"
1998,"Morelos","Fondo de aportaciones para la educación tecnológica y de adultos",0," 1,566,306.0","    0.0"
1998,"Morelos","Fondo de aportaciones múltiples",127.2," 1,566,306.0","   81.2"
1998,"Morelos","Apoyos para infraestructura educativa",63.5," 1,566,306.0","   40.5"
1998,"Morelos","Fondo de aportaciones para la infraestructura social",337.4," 1,566,306.0","  215.4"
1998,"Morelos","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 1,566,306.0","    0.0"
1998,"Morelos","Fondo de aportaciones para la educación básica y formal",3177.1," 1,566,306.0","2,028.4"
1998,"Morelos","Fondo para la infraestructura social municipal",312.7," 1,566,306.0","  199.7"
1998,"Morelos","Fondo de aportaciones para los servicios de salud",559.5," 1,566,306.0","  357.2"
1998,"Morelos","Total",4422.3," 1,566,306.0","2,823.4"
1998,"Morelos","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 1,566,306.0","    0.0"
1998,"Morelos","Apoyos alimentarios",53.3," 1,566,306.0","   34.1"
1998,"Morelos","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",221," 1,566,306.0","  141.1"
1998,"Morelos","Fondo para la infraestructura social estatal",24.7," 1,566,306.0","   15.8"
1998,"Nayarit","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0,"   925,239.0","    0.0"
1998,"Nayarit","Apoyos para infraestructura educativa",57.5,"   925,239.0","   62.1"
1998,"Nayarit","Fondo de aportaciones para la educación básica y formal",2593,"   925,239.0","2,802.5"
1998,"Nayarit","Fondo para la infraestructura social municipal",295.9,"   925,239.0","  319.8"
1998,"Nayarit","Apoyos alimentarios",44.2,"   925,239.0","   47.8"
1998,"Nayarit","Fondo de aportaciones múltiples",133.2,"   925,239.0","  144.0"
1998,"Nayarit","Fondo de aportaciones para la infraestructura social",317.1,"   925,239.0","  342.7"
1998,"Nayarit","Apoyos para la educaciónn superior",31.5,"   925,239.0","   34.1"
1998,"Nayarit","Total",3613.3,"   925,239.0","3,905.3"
1998,"Nayarit","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",137.4,"   925,239.0","  148.5"
1998,"Nayarit","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0,"   925,239.0","    0.0"
1998,"Nayarit","Fondo de aportaciones para los servicios de salud",432.7,"   925,239.0","  467.6"
1998,"Nayarit","Fondo de aportaciones para la educación tecnológica y de adultos",0,"   925,239.0","    0.0"
1998,"Nayarit","Fondo para la infraestructura social estatal",21.2,"   925,239.0","   22.9"
1998,"Nuevo León","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",544.1," 3,806,709.0","  142.9"
1998,"Nuevo León","Fondo de aportaciones para la educación básica y formal",5846.5," 3,806,709.0","1,535.8"
1998,"Nuevo León","Total",8004.7," 3,806,709.0","2,102.8"
1998,"Nuevo León","Apoyos alimentarios",87.4," 3,806,709.0","   23.0"
1998,"Nuevo León","Fondo para la infraestructura social municipal",395.7," 3,806,709.0","  104.0"
1998,"Nuevo León","Fondo de aportaciones múltiples",236," 3,806,709.0","   62.0"
1998,"Nuevo León","Fondo de aportaciones para la educación tecnológica y de adultos",0," 3,806,709.0","    0.0"
1998,"Nuevo León","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 3,806,709.0","    0.0"
1998,"Nuevo León","Fondo de aportaciones para la infraestructura social",436.8," 3,806,709.0","  114.8"
1998,"Nuevo León","Apoyos para infraestructura educativa",103.1," 3,806,709.0","   27.1"
1998,"Nuevo León","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 3,806,709.0","    0.0"
1998,"Nuevo León","Apoyos para la educaciónn superior",45.4," 3,806,709.0","   11.9"
1998,"Nuevo León","Fondo de aportaciones para los servicios de salud",941.3," 3,806,709.0","  247.3"
1998,"Nuevo León","Fondo para la infraestructura social estatal",41.1," 3,806,709.0","   10.8"
1998,"Baja California","Fondo para la infraestructura social municipal",261.3," 2,387,650.0","  109.4"
1998,"Baja California","Fondo de aportaciones para la infraestructura social",275.6," 2,387,650.0","  115.4"
1998,"Baja California","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",323.7," 2,387,650.0","  135.6"
1998,"Baja California","Fondo para la infraestructura social estatal",14.3," 2,387,650.0","    6.0"
1998,"Baja California","Apoyos alimentarios",21.4," 2,387,650.0","    9.0"
1998,"Baja California","Fondo de aportaciones para la educación básica y formal",4785.2," 2,387,650.0","2,004.2"
1998,"Baja California","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 2,387,650.0","    0.0"
1998,"Baja California","Fondo de aportaciones para la educación tecnológica y de adultos",0," 2,387,650.0","    0.0"
1998,"Baja California","Apoyos para la educaciónn superior",12.5," 2,387,650.0","    5.2"
1998,"Baja California","Apoyos para infraestructura educativa",95," 2,387,650.0","   39.8"
1998,"Baja California","Total",6188.3," 2,387,650.0","2,591.8"
1998,"Baja California","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 2,387,650.0","    0.0"
1998,"Baja California","Fondo de aportaciones múltiples",128.9," 2,387,650.0","   54.0"
1998,"Baja California","Fondo de aportaciones para los servicios de salud",674.9," 2,387,650.0","  282.6"
1998,"Oaxaca","Apoyos para infraestructura educativa",216.2," 3,623,477.0","   59.7"
1998,"Oaxaca","Apoyos para la educaciónn superior",6.2," 3,623,477.0","    1.7"
1998,"Oaxaca","Fondo para la infraestructura social estatal",210.2," 3,623,477.0","   58.0"
1998,"Oaxaca","Total",11704.6," 3,623,477.0","3,230.2"
1998,"Oaxaca","Fondo de aportaciones para la infraestructura social",1451," 3,623,477.0","  400.4"
1998,"Oaxaca","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 3,623,477.0","    0.0"
1998,"Oaxaca","Fondo de aportaciones para la educación tecnológica y de adultos",0," 3,623,477.0","    0.0"
1998,"Oaxaca","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 3,623,477.0","    0.0"
1998,"Oaxaca","Apoyos alimentarios",153.8," 3,623,477.0","   42.4"
1998,"Oaxaca","Fondo de aportaciones para los servicios de salud",1109.6," 3,623,477.0","  306.2"
1998,"Oaxaca","Fondo de aportaciones múltiples",376.2," 3,623,477.0","  103.8"
1998,"Oaxaca","Fondo para la infraestructura social municipal",1240.8," 3,623,477.0","  342.4"
1998,"Oaxaca","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",494.9," 3,623,477.0","  136.6"
1998,"Oaxaca","Fondo de aportaciones para la educación básica y formal",8272.8," 3,623,477.0","2,283.1"
1998,"Puebla","Fondo de aportaciones para la educación básica y formal",7263.2," 5,113,198.0","1,420.5"
1998,"Puebla","Fondo de aportaciones para la educación tecnológica y de adultos",0," 5,113,198.0","    0.0"
1998,"Puebla","Apoyos para la educaciónn superior",14.5," 5,113,198.0","    2.8"
1998,"Puebla","Apoyos para infraestructura educativa",174.9," 5,113,198.0","   34.2"
1998,"Puebla","Fondo de aportaciones para los servicios de salud",963.5," 5,113,198.0","  188.4"
1998,"Puebla","Fondo de aportaciones para la infraestructura social",1444.3," 5,113,198.0","  282.5"
1998,"Puebla","Total",10700.4," 5,113,198.0","2,092.7"
1998,"Puebla","Fondo para la infraestructura social estatal",209," 5,113,198.0","   40.9"
1998,"Puebla","Apoyos alimentarios",131.2," 5,113,198.0","   25.6"
1998,"Puebla","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 5,113,198.0","    0.0"
1998,"Puebla","Fondo para la infraestructura social municipal",1235.4," 5,113,198.0","  241.6"
1998,"Puebla","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",708.7," 5,113,198.0","  138.6"
1998,"Puebla","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 5,113,198.0","    0.0"
1998,"Puebla","Fondo de aportaciones múltiples",320.6," 5,113,198.0","   62.7"
1998,"Querétaro","Apoyos alimentarios",57.9," 1,495,409.0","   38.7"
1998,"Querétaro","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 1,495,409.0","    0.0"
1998,"Querétaro","Apoyos para infraestructura educativa",70.8," 1,495,409.0","   47.3"
1998,"Querétaro","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",191.7," 1,495,409.0","  128.2"
1998,"Querétaro","Total",3957.6," 1,495,409.0","2,646.5"
1998,"Querétaro","Apoyos para la educaciónn superior",8.3," 1,495,409.0","    5.6"
1998,"Querétaro","Fondo de aportaciones para la educación tecnológica y de adultos",0," 1,495,409.0","    0.0"
1998,"Querétaro","Fondo para la infraestructura social estatal",38.8," 1,495,409.0","   26.0"
1998,"Querétaro","Fondo de aportaciones para los servicios de salud",501.6," 1,495,409.0","  335.4"
1998,"Querétaro","Fondo para la infraestructura social municipal",383.7," 1,495,409.0","  256.6"
1998,"Querétaro","Fondo de aportaciones múltiples",137," 1,495,409.0","   91.6"
1998,"Querétaro","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 1,495,409.0","    0.0"
1998,"Querétaro","Fondo de aportaciones para la infraestructura social",422.5," 1,495,409.0","  282.5"
1998,"Querétaro","Fondo de aportaciones para la educación básica y formal",2704.8," 1,495,409.0","1,808.8"
1998,"Quintana Roo","Fondo de aportaciones múltiples",99.2,"   862,418.0","  115.0"
1998,"Quintana Roo","Apoyos para infraestructura educativa",67.2,"   862,418.0","   78.0"
1998,"Quintana Roo","Fondo de aportaciones para la infraestructura social",299.7,"   862,418.0","  347.5"
1998,"Quintana Roo","Apoyos alimentarios",17.4,"   862,418.0","   20.2"
1998,"Quintana Roo","Apoyos para la educaciónn superior",14.5,"   862,418.0","   16.8"
1998,"Quintana Roo","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",107.9,"   862,418.0","  125.1"
1998,"Quintana Roo","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0,"   862,418.0","    0.0"
1998,"Quintana Roo","Fondo de aportaciones para la educación básica y formal",2093.3,"   862,418.0","2,427.2"
1998,"Quintana Roo","Fondo de aportaciones para la educación tecnológica y de adultos",0,"   862,418.0","    0.0"
1998,"Quintana Roo","Fondo para la infraestructura social municipal",281.4,"   862,418.0","  326.3"
1998,"Quintana Roo","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0,"   862,418.0","    0.0"
1998,"Quintana Roo","Total",3037.5,"   862,418.0","3,522.0"
1998,"Quintana Roo","Fondo para la infraestructura social estatal",18.3,"   862,418.0","   21.2"
1998,"Quintana Roo","Fondo de aportaciones para los servicios de salud",437.5,"   862,418.0","  507.2"
1998,"San Luis Potosí","Apoyos para infraestructura educativa",95.9," 2,367,678.0","   40.5"
1998,"San Luis Potosí","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 2,367,678.0","    0.0"
1998,"San Luis Potosí","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 2,367,678.0","    0.0"
1998,"San Luis Potosí","Fondo de aportaciones para los servicios de salud",582.1," 2,367,678.0","  245.9"
1998,"San Luis Potosí","Apoyos para la educaciónn superior",36.9," 2,367,678.0","   15.6"
1998,"San Luis Potosí","Fondo de aportaciones para la educación básica y formal",5377.9," 2,367,678.0","2,271.4"
1998,"San Luis Potosí","Apoyos alimentarios",29.9," 2,367,678.0","   12.6"
1998,"San Luis Potosí","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",337.2," 2,367,678.0","  142.4"
1998,"San Luis Potosí","Fondo de aportaciones para la educación tecnológica y de adultos",0," 2,367,678.0","    0.0"
1998,"San Luis Potosí","Fondo para la infraestructura social estatal",90.3," 2,367,678.0","   38.1"
1998,"San Luis Potosí","Fondo para la infraestructura social municipal",640.8," 2,367,678.0","  270.7"
1998,"San Luis Potosí","Fondo de aportaciones para la infraestructura social",731.1," 2,367,678.0","  308.8"
1998,"San Luis Potosí","Fondo de aportaciones múltiples",162.7," 2,367,678.0","   68.7"
1998,"San Luis Potosí","Total",7191," 2,367,678.0","3,037.2"
1998,"Sinaloa","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 2,481,249.0","    0.0"
1998,"Sinaloa","Apoyos para la educaciónn superior",31.5," 2,481,249.0","   12.7"
1998,"Sinaloa","Apoyos para infraestructura educativa",99," 2,481,249.0","   39.9"
1998,"Sinaloa","Fondo de aportaciones para la educación tecnológica y de adultos",0," 2,481,249.0","    0.0"
1998,"Sinaloa","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",371.7," 2,481,249.0","  149.8"
1998,"Sinaloa","Fondo de aportaciones para la educación básica y formal",4637.3," 2,481,249.0","1,868.9"
1998,"Sinaloa","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 2,481,249.0","    0.0"
1998,"Sinaloa","Fondo de aportaciones múltiples",203.2," 2,481,249.0","   81.9"
1998,"Sinaloa","Fondo de aportaciones para la infraestructura social",409.2," 2,481,249.0","  164.9"
1998,"Sinaloa","Fondo para la infraestructura social estatal",36.5," 2,481,249.0","   14.7"
1998,"Sinaloa","Fondo de aportaciones para los servicios de salud",716.8," 2,481,249.0","  288.9"
1998,"Sinaloa","Fondo para la infraestructura social municipal",372.7," 2,481,249.0","  150.2"
1998,"Sinaloa","Apoyos alimentarios",72.6," 2,481,249.0","   29.3"
1998,"Sinaloa","Total",6338.1," 2,481,249.0","2,554.4"
1998,"Sonora","Fondo de aportaciones para la educación básica y formal",4422.9," 2,203,557.0","2,007.2"
1998,"Sonora","Total",6167.3," 2,203,557.0","2,798.8"
1998,"Sonora","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 2,203,557.0","    0.0"
1998,"Sonora","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",319.6," 2,203,557.0","  145.0"
1998,"Sonora","Apoyos para infraestructura educativa",87," 2,203,557.0","   39.5"
1998,"Sonora","Fondo de aportaciones múltiples",186.6," 2,203,557.0","   84.7"
1998,"Sonora","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 2,203,557.0","    0.0"
1998,"Sonora","Fondo para la infraestructura social municipal",315.8," 2,203,557.0","  143.3"
1998,"Sonora","Apoyos para la educaciónn superior",27.8," 2,203,557.0","   12.6"
1998,"Sonora","Fondo para la infraestructura social estatal",25.3," 2,203,557.0","   11.5"
1998,"Sonora","Fondo de aportaciones para los servicios de salud",897.1," 2,203,557.0","  407.1"
1998,"Sonora","Apoyos alimentarios",71.8," 2,203,557.0","   32.6"
1998,"Sonora","Fondo de aportaciones para la infraestructura social",341.2," 2,203,557.0","  154.8"
1998,"Sonora","Fondo de aportaciones para la educación tecnológica y de adultos",0," 2,203,557.0","    0.0"
1998,"Tabasco","Fondo para la infraestructura social municipal",506.1," 1,914,591.0","  264.4"
1998,"Tabasco","Apoyos para infraestructura educativa",120.4," 1,914,591.0","   62.9"
1998,"Tabasco","Fondo de aportaciones para los servicios de salud",781.3," 1,914,591.0","  408.1"
1998,"Tabasco","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",268.1," 1,914,591.0","  140.0"
1998,"Tabasco","Total",5795.8," 1,914,591.0","3,027.2"
1998,"Tabasco","Fondo de aportaciones para la educación tecnológica y de adultos",0," 1,914,591.0","    0.0"
1998,"Tabasco","Apoyos alimentarios",98.8," 1,914,591.0","   51.6"
1998,"Tabasco","Fondo de aportaciones para la educación básica y formal",3944.8," 1,914,591.0","2,060.4"
1998,"Tabasco","Fondo de aportaciones para la infraestructura social",569.4," 1,914,591.0","  297.4"
1998,"Tabasco","Fondo para la infraestructura social estatal",63.3," 1,914,591.0","   33.1"
1998,"Tabasco","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",0," 1,914,591.0","    0.0"
1998,"Tabasco","Apoyos para la educaciónn superior",13.1," 1,914,591.0","    6.8"
1998,"Tabasco","Fondo de aportaciones múltiples",232.2," 1,914,591.0","  121.3"
1998,"Tabasco","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 1,914,591.0","    0.0"
1998,"Tamaulipas","Fondo para la infraestructura social municipal",432.1," 2,671,744.0","  161.7"
1998,"Tamaulipas","Apoyos para infraestructura educativa",99.8," 2,671,744.0","   37.4"
1998,"Tamaulipas","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 2,671,744.0","    0.0"
